header,,,,,,,footer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
servers,threads count,concurrency,run time,window,set_prop,get_prop,cmd_get,cmd_set,get_missed,written bytes,read_bytes,cmd_get,cmd_set,get_missed,written bytes,read_bytes,cmd_get,cmd_set,get_missed,written bytes,read_bytes,cmd_get,cmd_set,get_missed,written bytes,read_bytes,cmd_get,cmd_set,get_missed,written bytes,read_bytes,get events,get min,get max,get avg,get geo,get std,set events,set min,set max,set avg,set geo,set std,total events,total min,total max,total avg,total geo,total std,get events,get min,get max,get avg,get geo,get std,set events,set min,set max,set avg,set geo,set std,total events,total min,total max,total avg,total geo,total std,get events,get min,get max,get avg,get geo,get std,set events,set min,set max,set avg,set geo,set std,total events,total min,total max,total avg,total geo,total std,get events,get min,get max,get avg,get geo,get std,set events,set min,set max,set avg,set geo,set std,total events,total min,total max,total avg,total geo,total std,get events,get min,get max,get avg,get geo,get std,set events,set min,set max,set avg,set geo,set std,total events,total min,total max,total avg,total geo,total std
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,607794,6172,0,14357580,100324826,607359,6164,0,14346730,100252987,666120,6762,0,15734738,109953807,646955,6567,0,15282322,106789551,651337,6609,0,15385446,107512917,607730,157,102170,3126,1807.86,3573.18,6172,196,43262,3160,1842.14,3605.6,613902,157,102170,3127,1808.21,3572.93,607295,159,85957,3129,1810.28,3499.15,6164,219,35596,3073,1813.56,3307.55,613459,159,85957,3128,1810.31,3497.67,666059,163,115798,2853,1734.63,3102.89,6759,246,47481,2936,1775.09,3153.62,672818,163,115798,2853,1735.03,3104.18,646891,160,78734,2933,1758.39,3250.92,6567,162,55268,3005,1803.01,3212.58,653458,160,78734,2934,1758.83,3250.29,651273,166,85372,2911,1757.82,3179.16,6609,225,28688,2959,1806.05,3113.53,657882,166,85372,2911,1758.3,3178.95
10.0.0.8:11212,19,19,30s,10k,set_prop=0.01,get_prop=0.99,422947,4281,0,9989238,69817525,397862,4029,0,9397186,65676327,405923,4109,0,9587328,67007032,409612,4148,0,9674726,67616029,388115,3930,0,9166912,64067280,422929,137,53954,1334,887.66,1781.07,4280,169,11109,1366,912.12,1755.87,427209,137,53954,1335,887.9,1780.31,397843,140,78612,1419,903.82,1994.45,4029,200,54990,1463,911.14,2136.84,401872,140,78612,1420,903.9,1995.53,405904,145,69120,1392,883.47,1992.91,4109,187,12430,1369,875.87,1873.79,410013,145,69120,1392,883.39,1991.59,409593,136,85712,1384,881.26,1966.01,4148,185,21209,1398,888.69,1901.34,413741,136,85712,1385,881.33,1964.77,388096,138,46805,1461,920.03,1980.18,3930,192,15184,1484,931.07,1983.21,392026,138,46805,1461,920.14,1980.37
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,615959,6254,0,14550192,101672864,633042,6429,0,14954156,104492802,626610,6360,0,14801612,103430970,653028,6629,0,15425710,107792249,648880,6587,0,15327872,107107336,615896,140,134286,3088,1834.44,3484.64,6253,194,66401,3156,1884.42,3534.69,622149,140,134286,3089,1834.93,3484.87,632978,171,79041,3004,1790.71,3364.56,6429,224,38855,3039,1829.24,3188.26,639407,171,79041,3005,1791.09,3362.25,626546,150,86483,3028,1790.04,3394.05,6360,195,43806,3136,1872.18,3307.74,632906,150,86483,3029,1790.84,3393.28,652965,163,153007,2912,1764.77,3112.4,6628,215,45730,2960,1799.94,3131.76,659593,163,153007,2912,1765.12,3113.05,648816,163,125918,2925,1733.31,3339.47,6587,204,55445,2962,1767.57,3407.92,655403,163,125918,2926,1733.65,3339.61
10.0.0.8:11212,21,21,30s,10k,set_prop=0.01,get_prop=0.99,432143,4373,0,10206226,71335271,433142,4384,0,10230102,71500037,415032,4204,0,9802882,68510447,411843,4171,0,9727444,67983998,416847,4220,0,9845372,68810050,432123,135,39339,1445,922.2,1928.83,4372,182,22986,1459,933.37,1907.95,436495,135,39339,1445,922.31,1928.72,433121,135,177145,1441,917.38,2276.04,4384,161,85222,1461,931.6,2286.91,437505,135,177145,1441,917.52,2276.27,415011,143,323966,1504,950.46,2740.08,4204,188,10002,1516,971.39,1951.09,419215,143,323966,1504,950.67,2733.36,411822,149,110780,1518,946.17,2218.92,4171,206,53722,1532,960.25,2147.11,415993,149,110780,1518,946.31,2218.31,416826,136,114074,1497,939.52,2116.23,4220,182,10086,1501,944.43,1964.66,421046,136,114074,1497,939.57,2114.79
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,596889,6058,0,14099292,98524746,633726,6437,0,14970484,104605726,638976,6489,0,15094166,105472549,618080,6274,0,14600192,102022832,639491,6494,0,15106434,105557407,596826,163,183218,3185,1844.56,3965.35,6057,198,175879,3275,1914.15,4071.98,602883,163,183218,3186,1845.24,3966.36,633662,167,329252,2993,1766.77,4440.05,6437,203,329336,3213,1823.52,8202.29,640099,167,329336,2996,1767.33,4493.11,638913,158,110707,2970,1780.02,3376.82,6488,225,104103,2996,1820.62,3375.54,645401,158,110707,2971,1780.43,3376.16,618016,144,118250,3073,1823.9,3428.61,6274,194,114783,3178,1883.8,3579.65,624290,144,118250,3074,1824.49,3430.22,639427,141,112359,2964,1718.33,3587.74,6494,221,105142,3052,1762.45,3808.95,645921,141,112359,2965,1718.77,3589.95
10.0.0.8:11212,23,23,30s,10k,set_prop=0.01,get_prop=0.99,470845,4767,0,11120804,77723766,428798,4343,0,10127930,70782619,430096,4355,0,10158406,70996885,392455,3975,0,9269504,64783080,414513,4196,0,9790140,68424418,470822,132,122103,1451,933.19,2260.06,4767,167,98002,1472,941.41,2350.44,475589,132,122103,1451,933.27,2261.11,428775,145,26523,1600,1002.44,2079.07,4343,184,19127,1608,1006.84,2088.22,433118,145,26523,1600,1002.49,2079.22,430073,130,68717,1590,988.15,2131.61,4355,166,68706,1605,994.45,2487.67,434428,130,68717,1590,988.22,2135.58,392432,140,385101,1743,1046.44,3776.79,3975,188,16274,1659,1033.81,2100.71,396407,140,385101,1742,1046.32,3763.77,414490,133,183283,1650,1010.17,2549.54,4196,204,26032,1641,1010.81,2187.98,418686,133,183283,1650,1010.17,2546.11
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,628143,6379,0,14838240,103684224,635422,6447,0,15009120,104885960,633573,6437,0,14967118,104580481,614556,6237,0,14516606,101441233,625710,6347,0,14779732,103282366,628080,155,98181,3023,1817.93,3218.36,6378,205,36875,3010,1829.72,3142.96,634458,155,98181,3023,1818.05,3217.48,635360,156,88024,2997,1826.21,3231.16,6445,259,69364,3031,1864.76,3269.68,641805,156,88024,2998,1826.6,3230.94,633509,165,385909,2996,1802.76,4979.23,6437,211,382702,3018,1834.27,5742.69,639946,165,385909,2997,1803.07,4987.02,614493,145,180825,3092,1820.55,3855.75,6236,223,180613,3209,1898.31,4019.75,620729,145,180825,3094,1821.31,3856.79,625646,145,125106,3037,1801.46,3395.98,6347,211,57030,3129,1858.33,3416.6,631993,145,125106,3038,1802.02,3396.13
10.0.0.8:11212,25,25,30s,10k,set_prop=0.01,get_prop=0.99,465851,4715,0,11002572,76899010,437483,4431,0,10333036,72216018,423504,4294,0,10003578,69908387,412293,4175,0,9737896,68057620,406233,4118,0,9595318,67057421,465826,131,61473,1602,1000.7,2147.61,4715,140,19341,1608,1002.35,2086.08,470541,131,61473,1602,1000.72,2147.05,437458,152,54621,1706,1044.16,2230.13,4431,194,13712,1769,1073.64,2254.5,441889,152,54621,1706,1044.45,2230.87,423479,147,182762,1755,1061.72,2646.35,4294,196,182645,1805,1073.62,3690.58,427773,147,182762,1756,1061.84,2658.54,412268,138,96711,1805,1079.28,2408.14,4175,204,21881,1764,1065.92,2261.48,416443,138,96711,1805,1079.15,2406.41,406209,136,56575,1829,1095.03,2359.25,4117,174,56550,1896,1115.62,2738.4,410326,136,56575,1830,1095.23,2363.11
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,577832,5870,0,13650096,95378680,572624,5819,0,13527360,94518952,568706,5775,0,13434124,93872130,582089,5909,0,13749990,96081397,626535,6359,0,14799802,103418587,577768,168,92477,3286,1914.66,3657.6,5870,224,45560,3328,1941.13,3602.32,583638,168,92477,3286,1914.92,3657.43,572560,162,212470,3330,1948.42,4125.15,5819,228,48468,3371,1988.15,3512.47,578379,162,212470,3330,1948.81,4119.77,568642,160,107342,3341,1930.58,3769.36,5775,238,43153,3372,1983.49,3535.94,574417,160,107342,3342,1931.1,3766.47,582025,162,106031,3270,1932.6,3521.34,5909,214,60070,3316,1963.07,3627.67,587934,162,106031,3270,1932.9,3522.85,626471,158,116381,3034,1828.03,3458.09,6359,201,34138,3017,1834.94,3158.16,632830,158,116381,3034,1828.1,3455.05
10.0.0.8:11212,27,27,30s,10k,set_prop=0.01,get_prop=0.99,451600,4574,0,10666446,74546137,415254,4210,0,9808594,68546135,396386,4021,0,9363120,65431560,398155,4033,0,9404096,65723384,412000,4176,0,9731566,68008953,451573,151,98417,1778,1086.34,2454.28,4574,229,13930,1786,1089.38,2256.81,456147,151,98417,1778,1086.37,2452.44,415227,135,202804,1938,1161.47,2904.59,4210,203,73401,1989,1181.04,2851.49,419437,135,202804,1939,1161.66,2903.73,396360,153,88653,2026,1191.26,2829.25,4020,197,68916,2003,1185.24,2664.06,400380,153,88653,2026,1191.2,2827.47,398128,154,67842,2017,1206.1,2500.33,4033,206,16207,2052,1220.82,2470.75,402161,154,67842,2018,1206.24,2499.51,411973,143,103911,1957,1171.6,2640.72,4176,196,19774,1948,1180.45,2380.43,416149,143,103911,1957,1171.69,2638.17
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,572689,5816,0,13528172,94529810,582124,5915,0,13751582,96087377,614500,6239,0,14515832,101431852,585232,5942,0,13824416,96600256,609479,6189,0,14397370,100602987,572626,166,204429,3320,1979.3,4076.72,5815,258,204427,3440,2027.8,5227.88,578441,166,204429,3321,1979.78,4090.08,582061,157,88906,3266,1924.92,3781.85,5914,212,88621,3337,1957.18,4102.35,587975,157,88906,3266,1925.24,3785.83,614436,152,68476,3093,1905.48,3169.05,6239,262,46021,3102,1928.07,3074.37,620675,152,68476,3093,1905.7,3168.2,585168,163,105166,3250,1961.36,3555.35,5942,249,97853,3357,2040.28,3814.9,591110,163,105166,3252,1962.13,3557.22,609415,145,274992,3119,1856.64,4183.7,6189,237,246467,3182,1899.77,4454.2,615604,145,274992,3119,1857.07,4186.98
10.0.0.8:11212,29,29,30s,10k,set_prop=0.01,get_prop=0.99,443397,4495,0,10473296,73191680,405901,4111,0,9586944,67001768,415408,4210,0,9811800,68571372,398861,4042,0,9421024,65839616,404759,4104,0,9560562,66813439,443368,134,294165,1944,1169.15,3145.73,4495,199,26749,2047,1221.5,2493.04,447863,134,294165,1945,1169.66,3139.89,405872,139,99025,2126,1280.08,2579.42,4111,202,12001,2134,1294.94,2449.46,409983,139,99025,2126,1280.23,2578.22,415380,139,90147,2086,1256.69,2574.28,4209,191,18911,2066,1261.64,2406.16,419589,139,90147,2086,1256.74,2572.48,398832,155,70821,2173,1282.38,2706.59,4042,181,14866,2151,1284.31,2521.94,402874,155,70821,2172,1282.4,2705.42,404731,154,191344,2139,1265.09,2999.18,4103,182,190603,2232,1300.58,3977.06,408834,154,191344,2140,1265.44,3010.54
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,596712,6055,0,14094918,98495517,595605,6048,0,14069444,98312806,582212,5914,0,13753358,96101889,536138,5444,0,12664668,88495762,576516,5858,0,13619224,95161444,596649,123,99846,3187,1949.04,3221.55,6054,223,22891,3241,1987,3144.69,602703,123,99846,3188,1949.41,3220.33,595542,147,90651,3201,1960.54,3269.08,6047,156,43386,3254,2005.22,3179.06,601589,147,90651,3202,1960.99,3267.73,582149,173,71926,3280,2004.49,3356.56,5913,249,51174,3301,2025.72,3330.95,588062,173,71926,3280,2004.7,3356.51,536074,159,191988,3562,2131.56,4051.79,5444,196,50142,3633,2192.57,3627.58,541518,159,191988,3563,2132.16,4047.5,576452,161,80996,3297,2010.73,3395.06,5858,252,60962,3362,2054.91,3518.98,582310,161,80996,3298,2011.17,3396
10.0.0.8:11212,31,31,30s,10k,set_prop=0.01,get_prop=0.99,452920,4591,0,10698118,74763413,390602,3963,0,9226642,64475919,423254,4290,0,9997306,69866115,405510,4111,0,9578160,66937080,388280,3939,0,9171718,64092597,452889,160,61566,2039,1246.58,2495.38,4591,192,21899,1998,1240.79,2366.38,457480,160,61566,2038,1246.52,2494.6,390571,165,93211,2364,1422.83,2872.8,3963,237,92914,2364,1431.14,2974.95,394534,165,93211,2364,1422.92,2873.84,423223,140,62757,2179,1280.74,2708.47,4290,187,48660,2226,1316.34,2652.87,427513,140,62757,2180,1281.09,2707.49,405480,130,26404,2277,1357.17,2581.57,4110,180,17672,2271,1367.69,2545.73,409590,130,26404,2277,1357.28,2581.15,388249,139,299363,2377,1404.61,3712.31,3939,167,28615,2424,1439.3,2680.2,392188,139,299363,2377,1404.95,3703.68
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,573092,5819,0,13537656,94596172,525046,5336,0,12403364,86664718,550989,5600,0,13016074,90947739,584067,5937,0,13797710,96408305,598450,6075,0,14136492,98782290,573028,171,93180,3320,2094.99,3367.47,5819,229,92661,3414,2144.9,3525.71,578847,171,93180,3321,2095.49,3369.06,524982,157,65095,3629,2166.8,3686.48,5336,259,63365,3624,2177.21,3746.94,530318,157,65095,3629,2166.9,3687.04,550927,182,54785,3455,2123.82,3303.71,5598,204,25905,3531,2180.53,3326.79,556525,182,54785,3456,2124.38,3303.71,584005,177,299405,3257,2030.98,4331.06,5935,250,299323,3327,2025.91,6277,589940,177,299405,3258,2030.93,4354.74,598386,153,222815,3176,1942.2,3256.3,6075,183,61223,3248,1983.3,3380.73,604461,153,222815,3177,1942.61,3257.31
10.0.0.8:11212,33,33,30s,10k,set_prop=0.01,get_prop=0.99,417403,4235,0,9859740,68899930,421840,4277,0,9963798,69632685,401593,4073,0,9486000,66289984,423413,4293,0,10001240,69892044,437954,4437,0,10344182,72292461,417370,152,66775,2353,1386.93,2726.96,4235,215,18999,2380,1405.39,2682.44,421605,152,66775,2353,1387.12,2726.75,421809,159,60957,2338,1387.29,2713.17,4275,201,42417,2356,1398.49,2677.45,426084,159,60957,2338,1387.4,2712.96,401560,156,45950,2446,1459.67,2749.12,4073,204,36287,2496,1484.34,2779.8,405633,156,45950,2446,1459.92,2749.88,423380,128,81515,2328,1378.21,2797.14,4293,245,81264,2398,1410.04,2973.42,427673,128,81515,2329,1378.53,2798.73,437921,147,28825,2241,1334.94,2597.7,4437,210,27614,2314,1371.85,2647.08,442358,147,28825,2242,1335.31,2597.98
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,520381,5285,0,12292574,85894585,570971,5797,0,13487474,94246031,539585,5482,0,12746444,89064978,526896,5352,0,12446486,86970253,592771,6019,0,14002456,97844964,520317,151,63736,3660,2220.39,3550.26,5285,257,63736,3741,2288.77,3560.14,525602,151,63736,3661,2221.07,3550.17,570907,167,73149,3330,2070.68,3208.24,5797,244,23365,3350,2111.14,3126.76,576704,167,73149,3330,2071.08,3207.64,539522,180,91588,3529,2110.82,3600.81,5481,261,53167,3521,2124.91,3555.83,545003,180,91588,3529,2110.96,3600.28,526833,152,73472,3616,2155.1,3527.14,5351,180,33486,3651,2189.42,3545.46,532184,152,73472,3617,2155.44,3526.66,592708,178,74102,3210,2019.81,3021.65,6018,219,42267,3220,2024.32,3054.07,598726,178,74102,3210,2019.85,3022.08
10.0.0.8:11212,35,35,30s,10k,set_prop=0.01,get_prop=0.99,428706,4350,0,10126624,70765672,423783,4298,0,10009998,69952961,429417,4354,0,10142906,70883019,455471,4617,0,10758174,75184033,458916,4653,0,10839862,75752589,428672,147,42085,2438,1464.63,2656.47,4349,190,22051,2508,1506.21,2699.03,433021,147,42085,2439,1465.05,2656.64,423749,159,34782,2459,1504.35,2624.2,4297,191,34722,2445,1505.55,2618.97,428046,159,34782,2459,1504.36,2624.01,429383,151,55374,2426,1439.69,2717.68,4353,214,17802,2487,1481.49,2710.42,433736,151,55374,2427,1440.1,2717.27,455437,167,62023,2288,1374.44,2638.58,4616,173,14555,2278,1379.54,2556.88,460053,167,62023,2288,1374.49,2637.68,458881,141,22025,2270,1361.3,2585.19,4653,202,10814,2251,1355.45,2559.28,463534,141,22025,2269,1361.24,2585.63
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,586669,5956,0,13858270,96837473,564373,5736,0,13332420,93157030,529886,5380,0,12516884,87463670,529913,5380,0,12517478,87468125,550676,5595,0,13008250,90896211,586605,163,131021,3255,2084.03,3017.67,5956,242,28505,3284,2110.6,2977.78,592561,163,131021,3255,2084.3,3017.59,564310,167,83969,3377,2065.79,3305.49,5735,189,24922,3391,2088.17,3223.96,570045,167,83969,3377,2066.02,3304.82,529822,168,74861,3592,2136.64,3580.39,5380,231,59435,3631,2177.35,3559.57,535202,168,74861,3592,2137.05,3580.58,529849,163,113063,3590,2137.53,3554.99,5380,195,28922,3672,2187.78,3562.7,535229,163,113063,3591,2138.03,3554.89,550615,177,98277,3457,2127.62,3461.46,5592,260,97885,3451,2131.07,3511.14,556207,177,98277,3457,2127.66,3461.9
10.0.0.8:11212,37,37,30s,10k,set_prop=0.01,get_prop=0.99,438756,4450,0,10363818,72424235,428413,4345,0,10119334,70716957,424045,4301,0,10016336,69995728,436402,4426,0,10308052,72035790,452560,4590,0,10689906,74703015,438719,131,104659,2510,1503.78,2911.06,4450,207,104628,2522,1494.6,3254.02,443169,131,104659,2511,1503.69,2913.95,428377,141,33114,2571,1530.53,2795.7,4344,185,21858,2514,1498.91,2756.61,432721,141,33114,2570,1530.21,2795.71,424008,163,57461,2596,1539.27,2877.9,4301,222,57399,2575,1533.56,2882.23,428309,163,57461,2596,1539.21,2877.75,436366,153,60668,2521,1499.55,2789.5,4425,196,60590,2627,1532.03,3183.19,440791,153,60668,2522,1499.87,2793.8,452523,149,30661,2432,1451.64,2682.08,4590,229,17846,2422,1445.33,2690.8,457113,149,30661,2431,1451.58,2682.98
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,590565,5997,0,13950542,97480641,588871,5980,0,13910554,97200995,596663,6058,0,14094320,98487456,576005,5850,0,13606564,95077222,540332,5493,0,12764500,89188478,590501,154,41938,3222,1998.39,3094.44,5997,218,28467,3168,1977.72,3028.4,596498,154,41938,3222,1998.18,3093.22,588807,147,57443,3232,1977.28,3217.57,5980,226,26340,3260,1998.45,3178.83,594787,147,57443,3232,1977.49,3217.46,596600,118,66735,3188,1984.8,3086.3,6057,249,59829,3151,1973.23,3087.4,602657,118,66735,3187,1984.68,3086.96,575942,152,34978,3303,2013,3203.21,5849,234,29680,3367,2056.39,3231.51,581791,152,34978,3304,2013.43,3203.13,540270,167,200439,3525,2143.31,4107.79,5491,255,107485,3574,2194.8,3592.3,545761,167,200439,3526,2143.82,4102.49
10.0.0.8:11212,39,39,30s,10k,set_prop=0.01,get_prop=0.99,435195,4416,0,10279992,71836068,474324,4810,0,11203594,78295819,487193,4943,0,11508268,80419954,494643,5016,0,11683848,81649788,503229,5104,0,11886820,83067182,435156,160,200473,2667,1594.72,3428.94,4416,204,133967,2675,1613.5,3411.07,439572,160,200473,2667,1594.91,3428.82,474287,152,78973,2457,1477.59,2844.19,4808,204,16004,2446,1482.93,2668.06,479095,152,78973,2457,1477.64,2842.38,487154,147,240418,2380,1453.21,3275.46,4943,190,240412,2491,1501.3,4303.23,492097,147,240418,2381,1453.69,3287.48,494604,143,41491,2345,1407.7,2634.3,5016,195,18496,2381,1436.2,2633.84,499620,143,41491,2345,1407.98,2634.61,503190,148,18504,2310,1413.51,2518.89,5104,196,14696,2335,1432.74,2519.74,508294,148,18504,2310,1413.7,2519.13
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,587989,5968,0,13889230,97055369,584533,5938,0,13808398,96484889,546982,5558,0,12921338,90286091,551081,5599,0,13017938,90962911,546066,5547,0,12899426,90134863,587925,151,83575,3235,1969.57,3326.11,5968,195,82655,3246,1993.8,3288.42,593893,151,83575,3235,1969.82,3325.84,584469,165,240888,3266,1997.81,4056.97,5938,232,27088,3310,2061.09,3147.17,590407,165,240888,3266,1998.44,4049.19,546919,171,65037,3475,2069.32,3476.42,5557,221,46759,3573,2141.3,3508.59,552476,171,65037,3476,2070.03,3476.74,551019,151,87623,3461,2086.9,3471.45,5597,214,43738,3558,2140.92,3493.19,556616,151,87623,3462,2087.44,3471.66,546003,176,167684,3488,2150.54,4049.83,5546,213,165052,3569,2188.69,4508.69,551549,176,167684,3488,2150.92,4055.41
10.0.0.8:11212,41,41,30s,10k,set_prop=0.01,get_prop=0.99,466039,4729,0,11008182,76927973,486660,4937,0,11495538,80331631,479256,4860,0,11320330,79109355,476180,4832,0,11248178,78601591,492515,4996,0,11633788,81298178,466001,150,170272,2619,1573.99,3438,4726,276,29208,2696,1633.13,2808.48,470727,150,170272,2620,1574.57,3432.08,486619,145,195671,2505,1471.19,3878.73,4937,183,109101,2577,1512.74,3693.53,491556,145,195671,2505,1471.6,3877.39,479215,142,46741,2544,1513.78,2793.17,4860,178,36892,2589,1520.43,2875.05,484075,142,46741,2544,1513.85,2794.42,476139,148,94424,2563,1488.44,3123.54,4832,254,57416,2579,1504.58,3042.18,480971,148,94424,2563,1488.6,3122.86,492474,151,49404,2481,1464.29,2784.73,4996,198,17975,2453,1464.49,2722.84,497470,151,49404,2481,1464.29,2783.86
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,590147,5993,0,13940706,97411639,607083,6165,0,14340818,100207455,568137,5770,0,13420668,93778362,547357,5560,0,12930046,90347825,566636,5760,0,13386184,93530460,590083,164,191909,3219,1953.85,4449.51,5993,241,191857,3321,1973.49,5361.3,596076,164,191909,3220,1954.05,4459.63,607019,153,74667,3135,1921.1,3141.1,6165,224,39480,3248,1987.46,3220.49,613184,153,74667,3136,1921.76,3142.06,568074,155,221210,3348,1957.53,3772.67,5769,181,75972,3418,2013.26,3832.47,573843,155,221210,3349,1958.08,3773.02,547293,162,82643,3475,2043.22,3545.5,5560,228,38668,3649,2159.94,3626.83,552853,162,82643,3476,2044.36,3547.1,566572,163,89233,3360,2084.95,3490.85,5760,181,78118,3386,2109.54,3510.81,572332,163,89233,3360,2085.2,3491.3
10.0.0.8:11212,43,43,30s,10k,set_prop=0.01,get_prop=0.99,469782,4765,0,11096658,77545055,515800,5233,0,12183796,85141926,497913,5050,0,11761140,82188950,503794,5110,0,11900122,83159795,506431,5135,0,11961860,83595414,469739,157,89055,2722,1660.54,3119.27,4765,193,74987,2820,1702.89,3391.32,474504,157,89055,2723,1660.96,3122.11,515758,156,34209,2476,1510.25,2694.12,5232,208,17149,2464,1516.01,2649.29,520990,156,34209,2476,1510.31,2693.56,497870,153,76276,2567,1536.55,2890.39,5050,208,76045,2594,1566.2,2977,502920,153,76276,2568,1536.85,2890.63,503751,162,22507,2537,1534.96,2702.3,5110,208,14396,2601,1575.28,2722.38,508861,162,22507,2537,1535.36,2703.12,506390,154,68047,2525,1521.41,2917.14,5133,237,27783,2488,1512.15,2731.11,511523,154,68047,2525,1521.31,2915.01
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,555616,5647,0,13125526,91711413,574960,5839,0,13581952,94904552,579767,5886,0,13695226,95698083,593764,6030,0,14026200,98008740,551898,5605,0,13037148,91097450,555553,144,86408,3422,2084.59,3353.99,5646,190,41605,3528,2155.55,3468.71,561199,144,86408,3423,2085.29,3355.24,574896,156,76900,3307,2021.91,3316.17,5839,220,35427,3329,2050.69,3251.1,580735,156,76900,3308,2022.2,3314.74,579703,163,62631,3279,2021.98,3158.09,5886,182,19129,3303,2050.15,3143.05,585589,163,62631,3280,2022.26,3157.15,593700,152,100122,3205,1937.73,3517.81,6030,213,68345,3326,1994.15,3893.8,599730,152,100122,3206,1938.29,3522.01,551834,160,121147,3447,2104.27,4052.62,5605,223,80740,3453,2142.94,3620.04,557439,160,121147,3447,2104.65,4048.55
10.0.0.8:11212,45,45,30s,10k,set_prop=0.01,get_prop=0.99,480273,4872,0,11344536,79276596,498803,5064,0,11782778,82335739,494846,5022,0,11689142,81682341,532299,5397,0,12572970,87865243,550103,5581,0,12994236,90804218,480228,157,113150,2799,1689.57,3447.53,4872,281,108228,2802,1706.94,3418.22,485100,157,113150,2799,1689.74,3447.25,498759,147,75064,2693,1597.15,3000.21,5063,208,74232,2705,1618.36,3069.4,503822,147,75064,2693,1597.36,3001.01,494801,131,158901,2701,1598.41,3419.33,5022,215,22891,2737,1637.24,2904.25,499823,131,158901,2702,1598.79,3414.04,532255,145,58064,2513,1517.19,2827.08,5396,205,50506,2535,1533.88,2864.27,537651,145,58064,2514,1517.35,2826.76,550058,152,92870,2432,1470.68,2817.87,5581,191,40116,2479,1507.51,2718.74,555639,152,92870,2433,1471.05,2816.44
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,591947,6012,0,13983070,97709105,610258,6199,0,14415970,100731759,576529,5858,0,13619372,95163746,547036,5558,0,12922388,90295158,522604,5308,0,12345160,86261564,591885,157,77132,3227,1937.64,3367.54,6010,241,26690,3255,1975.09,3276.2,597895,157,77132,3227,1938.01,3366.9,610195,158,159145,3112,1919.73,3540.77,6198,236,158930,3181,1942.23,4737.5,616393,158,159145,3113,1919.96,3554.54,576466,159,75978,3296,2008.38,3371.59,5857,195,55798,3365,2082.66,3306.92,582323,159,75978,3297,2009.11,3370.65,546974,144,106866,3476,2070.33,3745.52,5556,226,92638,3560,2153.83,3763.79,552530,144,106866,3477,2071.15,3745.56,522540,173,82133,3645,2254.78,3413.81,5308,194,28106,3632,2252.72,3370.87,527848,173,82133,3645,2254.76,3413.23
10.0.0.8:11212,47,47,30s,10k,set_prop=0.01,get_prop=0.99,516400,5239,0,12197868,85240314,526329,5344,0,12433106,86879439,541014,5488,0,12779078,89303773,542147,5502,0,12806382,89490673,509926,5175,0,12045338,84171435,516354,161,31011,2709,1655.74,2792.16,5238,252,27293,2754,1680.71,2830.08,521592,161,31011,2709,1655.99,2792.98,526283,150,68107,2654,1586.88,3070.95,5343,217,60595,2682,1602.96,3044.5,531626,150,68107,2655,1587.04,3070.06,540969,163,129507,2580,1543,3397.92,5486,175,117134,2570,1541.81,3410.64,546455,163,129507,2580,1542.99,3397.97,542101,147,101612,2582,1562.11,2903.02,5501,234,16694,2638,1601.92,2778.96,547602,147,101612,2583,1562.5,2901.41,509879,160,61811,2738,1588.47,3084.12,5175,200,46604,2816,1638.48,3171.01,515054,160,61811,2739,1588.96,3084.82
10.0.0.8:11212,64,64,30s,10k,set_prop=0.01,get_prop=0.99,589526,5988,0,13926106,97309291,583560,5926,0,13785072,96324248,595726,6052,0,14072608,98332960,560025,5686,0,13228764,92439210,527500,5360,0,12461192,87069820,589463,164,91512,3223,1952.47,3551.48,5987,253,52535,3197,1943.53,3416.71,595450,164,91512,3223,1952.38,3549.92,583496,147,129434,3259,1929.28,3933.09,5926,176,122776,3378,1988.76,4461.75,589422,147,129434,3260,1929.87,3938.93,595664,146,101832,3189,1958.15,3291.62,6050,172,23582,3193,1966.42,3123.06,601714,146,101832,3189,1958.23,3290,559962,148,93136,3395,1957.91,3739.42,5685,192,51900,3433,1995.17,3719.1,565647,148,93136,3396,1958.28,3738.65,527436,147,72164,3612,2161.79,3619.9,5360,193,60814,3791,2275.82,3694.65,532796,147,72164,3614,2162.91,3620.51
